id,name,street,pcode,city,email,url,contact_url,phone,comment,state,created_at,updated_at,mailing_mode,cached_tag_list,slug,approved_at,inquiry_kind,department,objection_kind,gv_numer,gv_number,tag_ids
1035,Bundesamt für Justiz,Adenauerallee 99-103,53094,Bonn,,https://www.bundesjustizamt.de,https://www.bundesjustizamt.de/DE/Servicebereich/Kontaktordner/Kontaktordner_node.html,02289941040,,approved,2013-08-01T17:39:37.000+02:00,2013-08-01T17:39:37.000+02:00,fax,Behörden,,2013-08-01T17:39:37.000+02:00,zstv,Registerbehörde,,,,[13]
1036,Bundeskriminalamt,Beauftragter für den Datenschutz,65173,Wiesbaden,,http://www.bka.de/,http://www.bka.de/nn_238298/DE/Service/Impressum/impressum__node.html?__nnn=true,0611550,,approved,2013-08-01T17:39:38.000+02:00,2013-08-01T17:39:38.000+02:00,fax,Behörden,bka,2013-08-01T17:39:38.000+02:00,bka,,,,,[13]
1037,Bundespolizeipräsidium,Heinrich-Mann-Allee 103,14473,Potsdam,bpolp@polizei.bund.de,http://www.bundespolizei.de/,http://www.bundespolizei.de/DE/Service/Impressum/impressum_node.html,0331979970,,approved,2013-08-01T17:39:38.000+02:00,2014-04-01T11:27:44.000+02:00,fax,Behörden,bundespolizei,2013-08-01T17:39:38.000+02:00,bpol,Beauftragter für den Datenschutz,,,,[13]
1047,Hamburger Landesamt für Verfassungsschutz,Johanniswall 4,20095,Hamburg,poststelle@verfassungsschutz.hamburg.de,http://www.hamburg.de/verfassungsschutz,http://www.hamburg.de/verfassungsschutz/kontakt/,040244443,,approved,2013-08-01T17:39:38.000+02:00,2013-08-01T17:39:38.000+02:00,fax,Behörden,verfassungsschutz-hamburg,2013-08-01T17:39:38.000+02:00,lfv_hh,,,,,[13]
1066,Innenministerium des Landes Schleswig-Holstein,Postfach 71 25,24171,Kiel,,http://www.schleswig-holstein.de/IM/DE/InnereSicherheit/Verfassungsschutz/Verfassungsschutz_node.html,,04319883500,,approved,2013-08-01T17:39:39.000+02:00,2013-08-01T17:39:39.000+02:00,fax,Behörden,verfassungsschutz-schleswig-holstein,2013-08-01T17:39:39.000+02:00,lfv_sh,Abt. IV 7 - Verfassungsschutz,,,,[13]
181,Kraftfahrt-Bundesamt,Fördestraße 16,24944,Flensburg,datenschutz@kba.de,http://www.kba.de,http://www.kba.de/cln_032/nn_201396/DE/Service/Impressum/impressum__node.html?__nnn=true,04613160,"Empfehlenswert für alle Bürger, die einen Führerschein besitzen und ihren Highscore im Flensburger Punktekonto abfragen wollen.

22.02.2012: Deaktiviert, für eine Auskunft müssen Sie sich direkt an das KBA wenden, da diese nicht nach §34 sondern §19 Auskunftspflichtig sind und daher eine Kopie des Personalausweises oder eine beglaubigte Unterschrift anfordern dürfen.

http://www.kba.de/cln_005/nn_124384/DE/ZentraleRegister/VZR/Auskunft/vzr__auskunft__inhalt.html?__nnn=true

07.03.2014: Wieder aktiviert, als Behörde eingetragen (§19 BDSG)",approved,2012-02-09T15:25:36.000+01:00,2018-03-19T01:21:23.095+01:00,email,Behörden,kraftfahrt-bundesamt,2014-03-07T16:56:51.000+01:00,bdsg19,,,,,[13]
1045,Landesamt für Verfassungsschutz Bremen,Flughafenallee 23,28199,Bremen,,http://www.verfassungsschutz.bremen.de,http://www.verfassungsschutz.bremen.de/sixcms/detail.php?gsid=bremen02.c.744.de,042153770,,approved,2013-08-01T17:39:38.000+02:00,2013-08-01T17:39:38.000+02:00,fax,Behörden,verfassungsschutz-bremen,2013-08-01T17:39:38.000+02:00,lfv_hb,,,,,[13]
1050,Landesamt für Verfassungsschutz Hessen,Postfach 39 05,65029,Wiesbaden,,http://www.verfassungsschutz.hessen.de/,http://www.verfassungsschutz.hessen.de/irj/LfV_Internet?cid=bef8d5cea753a6d6048c5b29e1bf79ec,06117200,,approved,2013-08-01T17:39:38.000+02:00,2013-08-01T17:39:38.000+02:00,fax,Behörden,verfassungsschutz-hessen,2013-08-01T17:39:38.000+02:00,lfv_he,,,,,[13]
1059,Landesamt für Verfassungsschutz Saarland,Postfach 10 20 63,66020,Saarbrücken,info@lfv.saarland.de,http://www.saarland.de/verfassungsschutz.htm,http://www.saarland.de/4493.htm,068130380,,approved,2013-08-01T17:39:38.000+02:00,2013-08-01T17:39:38.000+02:00,fax,Behörden,verfassungsschutz-saarland,2013-08-01T17:39:38.000+02:00,lfv_sl,,,,,[13]
1061,Landesamt für Verfassungsschutz Sachsen,Neuländer Straße 60,01129,Dresden,verfassungsschutz@lfv.smi.sachsen.de,http://www.verfassungsschutz.sachsen.de/,http://www.verfassungsschutz.sachsen.de/26.htm,035185850,,approved,2013-08-01T17:39:39.000+02:00,2013-08-01T17:39:39.000+02:00,fax,Behörden,verfassungsschutz-sachsen,2013-08-01T17:39:39.000+02:00,lfv_sn,,,,,[13]
